time,rms_ch1,rms_ch2,mav_ch1,mav_ch2,mse_ch1,mse_ch2,label
495.0,0.5550744756061009,0.5281664590005324,0.5415714285714286,0.5127040816326531,0.3081076734693879,0.27895980841316104,okay
595.0,0.5586053332786459,0.5405176422993221,0.5455714285714286,0.5240561224489796,0.31203991836734707,0.2921593216368179,okay
695.0,0.5633932182475638,0.5426128348714795,0.5486857142857144,0.5265561224489796,0.3174119183673471,0.2944286885672635,okay
795.0,0.567400373346255,0.5437691338124392,0.5508571428571429,0.5282142857142855,0.3219431836734696,0.29568487088713036,okay
895.0,0.5706025458286378,0.5334494764447711,0.5524000000000001,0.5183418367346939,0.32558726530612264,0.2845683439192004,okay
995.0,0.5781567473356997,0.5322821911429252,0.5594,0.516454081632653,0.33426522448979606,0.2833243310079135,okay
1095.0,0.5843241342590182,0.5302099387353036,0.566714285714286,0.5152551020408164,0.3414346938775511,0.2811225791336945,okay
1195.0,0.5863671622623422,0.5305106849431191,0.5696571428571429,0.5161224489795919,0.3438264489795919,0.28144158683881737,okay
1295.0,0.5844291825257831,0.5245601427849661,0.5686000000000001,0.509795918367347,0.34155746938775516,0.27516334339858406,okay
1395.0,0.5952691725220635,0.5160249583120952,0.5786571428571429,0.5028061224489796,0.3543453877551022,0.2662817576009996,okay
1495.0,0.5921067195590156,0.5249524606111562,0.5733714285714286,0.5113520408163266,0.3505903673469388,0.2755750859017075,okay
1595.0,0.5900990577514793,0.5128655709004816,0.5703714285714286,0.501454081632653,0.34821689795918376,0.26303109381507683,okay
1695.0,0.5920812134034539,0.5157316640587295,0.5725714285714285,0.503469387755102,0.35056016326530626,0.2659791493127862,okay
1795.0,0.5817988291076396,0.5096888980574314,0.5630571428571429,0.49698979591836734,0.33848987755102045,0.2597827728029987,okay
1895.0,0.5896347537731667,0.5170894455408198,0.5711714285714286,0.5041581632653062,0.34766914285714284,0.2673814946897125,okay
1995.0,0.5798499454028373,0.5157637137825909,0.5605714285714286,0.5024999999999998,0.33622595918367343,0.2660122084548104,okay
2095.0,0.5703468332550655,0.5148351049991072,0.5510285714285714,0.5006632653061225,0.32529551020408154,0.2650551853394418,okay
2195.0,0.5633870601920465,0.5073065682462192,0.5431142857142859,0.4929081632653061,0.31740497959183667,0.25735995418575586,okay
2295.0,0.5679134742949091,0.5065260281987644,0.5468571428571429,0.49229591836734693,0.32252571428571436,0.25656861724281543,okay
2395.0,0.5535276849076148,0.5078197475294174,0.532257142857143,0.4920663265306123,0.3063928979591837,0.2578808959808412,okay
2495.0,0.5616812226862915,0.49952171522534855,0.5424857142857143,0.48423469387755097,0.31548579591836734,0.24952194398167424,okay
2595.0,0.5669548446907985,0.5031138074311038,0.5476857142857144,0.4866581632653061,0.3214377959183674,0.25312350322782173,okay
2695.0,0.5600899344693472,0.5016977761359506,0.5410285714285714,0.4861479591836735,0.3137007346938776,0.2517006585797584,okay
2795.0,0.5693726587128994,0.5056281402596254,0.5487714285714287,0.48987244897959187,0.32418522448979586,0.2556598162224074,okay
2895.0,0.5540145139187718,0.5067820827989722,0.5341142857142858,0.49038265306122447,0.30693208163265295,0.2568280794460643,okay
2995.0,0.5544974558746222,0.5090810343977734,0.5355428571428572,0.4934183673469388,0.30746742857142856,0.259163499583507,okay
3095.0,0.54747666057792,0.5152244075440457,0.5273428571428572,0.49943877551020405,0.299730693877551,0.265456190129113,okay
