time,rms_ch1,rms_ch2,mav_ch1,mav_ch2,mse_ch1,mse_ch2,label
495.0,0.4986562418155802,0.5038280994170855,0.48416201117318425,0.4864659685863875,0.2486580475016384,0.2538427537622326,index_finger
595.0,0.5047748816017845,0.5191834732076951,0.4908100558659217,0.5007068062827225,0.2547976810960956,0.2695514788520054,index_finger
695.0,0.5121967497356353,0.523548560079824,0.49656424581005565,0.5058638743455498,0.2623455104397491,0.274103094761657,index_finger
795.0,0.5189415666066232,0.5270983199631023,0.5014245810055865,0.5100785340314137,0.2693003495521363,0.277832638907925,index_finger
895.0,0.5247888255120258,0.5187985035481422,0.5057262569832401,0.5025130890052356,0.2754033113822914,0.2691518872837917,index_finger
995.0,0.535122121486037,0.51998168403156,0.515391061452514,0.5031151832460734,0.286355684903717,0.27038095172829707,index_finger
1095.0,0.5439638440647492,0.5202961736649271,0.5254189944134078,0.5044240837696335,0.2958966636496988,0.27070810833036396,index_finger
1195.0,0.5484518615719919,0.5231512145962354,0.5310055865921788,0.5080366492146599,0.3007994444617833,0.27368719333351627,index_finger
1295.0,0.5490651039487672,0.5196246718755001,0.5327932960893854,0.504214659685864,0.3014724883742705,0.2700097996217211,index_finger
1395.0,0.5626970003784333,0.5135257650634565,0.5454748603351955,0.499607329842932,0.3166279142348865,0.2637087113840083,index_finger
1495.0,0.5620587904791924,0.5252788545698843,0.5431284916201117,0.5109424083769635,0.3159100839549327,0.27591787505824966,index_finger
1595.0,0.5626703071943383,0.5155812162699821,0.5428770949720669,0.5033507853403143,0.316597874598171,0.2658239905704341,index_finger
1695.0,0.5674017746566022,0.5209414217675944,0.5478491620111732,0.5079319371727748,0.32194477388346165,0.2713799649132427,index_finger
1795.0,0.5598509635062794,0.5171787137823143,0.5413966480446927,0.5037958115183246,0.31343310133890934,0.26747382198952896,index_finger
1895.0,0.570234207663965,0.5271648166314612,0.5520949720670391,0.5137696335078535,0.32516705159015,0.2779027438940821,index_finger
1995.0,0.5633772838725802,0.5281907143941316,0.5444692737430167,0.5146858638743456,0.3173939639836459,0.278985430772183,index_finger
2095.0,0.5567029996040165,0.5297606019060087,0.5377653631284917,0.5153664921465968,0.30991822976810957,0.2806462953318167,index_finger
2195.0,0.552415246135926,0.5243171883707394,0.5327374301675978,0.5098691099476441,0.3051626041634156,0.27490851402099736,index_finger
2295.0,0.5594636666217403,0.5258462526316601,0.5391061452513967,0.5117539267015707,0.31299959426984175,0.27651428140675965,index_finger
2395.0,0.5481323855376123,0.5296226235272449,0.5274301675977654,0.5139267015706808,0.3004491120751537,0.2805001233518818,index_finger
2495.0,0.5586033491617318,0.5236978222290299,0.5400558659217877,0.5084031413612567,0.3120377016947037,0.2742594090074287,index_finger
2595.0,0.5664032403614284,0.5298826372143539,0.5477932960893855,0.5133507853403142,0.320812630691926,0.2807756092212386,index_finger
2695.0,0.5621610915474196,0.5308629442566368,0.5437988826815642,0.515235602094241,0.31602509284978625,0.2818154655848251,index_finger
2795.0,0.5734506253155468,0.5371095586533213,0.5538268156424581,0.5213874345549739,0.32884561967479164,0.2884866779967656,index_finger
2895.0,0.560872292536647,0.5405997484700046,0.5420111731843574,0.524214659685864,0.3145777285353142,0.29224808804583224,index_finger
2995.0,0.5637049374031331,0.5451852094833979,0.5458379888268156,0.5296335078534032,0.3177632564526702,0.29722691263945644,index_finger
3095.0,0.5588526899625414,0.5538052005029964,0.5401396648044692,0.5380628272251311,0.3123163290783685,0.3067002001041641,index_finger
3195.0,0.5687976007790269,0.5596153330783743,0.550754189944134,0.5440837696335079,0.32353071065197725,0.31316932101641975,index_finger
3295.0,0.5602526159371035,0.5642322047408787,0.5424022346368715,0.5473560209424085,0.31388299366436756,0.31835798086675277,index_finger
3395.0,0.5683851019942671,0.5660147774303338,0.5510335195530726,0.549869109947644,0.3230616241690334,0.32037272826951024,index_finger
3495.0,0.5683493407475543,0.5680953376949385,0.5510055865921788,0.551910994764398,0.32302097312817957,0.3227323127107262,index_finger
3595.0,0.570338599243104,0.5621134521845509,0.5539385474860334,0.5465706806282724,0.325286117786586,0.31597153312683335,index_finger
3695.0,0.577297200474853,0.5607417224498923,0.5608938547486033,0.5456806282722514,0.3332720576761026,0.31443127929607206,index_finger
3795.0,0.5718305557166143,0.5672119474965747,0.5574581005586592,0.5520942408376964,0.32699018445117195,0.321729393382857,index_finger
3895.0,0.5779287081557903,0.5714978058203807,0.5651396648044692,0.5562303664921466,0.3340015917106207,0.3266097420575096,index_finger
3995.0,0.5913323375208175,0.5783834586457794,0.5776256983240223,0.5629842931937173,0.349673933397834,0.334527425235054,index_finger
4095.0,0.5998389867494908,0.5802744426313651,0.5877653631284916,0.5650785340314137,0.3598068100246558,0.33671842877114133,index_finger
4195.0,0.5995466984004957,0.5790041561931152,0.5869553072625697,0.5632722513089005,0.35945624356293493,0.33524581288890126,index_finger
4295.0,0.6063892617008446,0.5831752779277026,0.5939664804469272,0.5690837696335079,0.36770793670609536,0.34009340478605327,index_finger
4395.0,0.5992498405499536,0.5812146798714084,0.5873743016759776,0.5654973821989531,0.3591003713991448,0.33781050409802377,index_finger
4495.0,0.6003613421466768,0.5794652664879276,0.5875139664804467,0.5639267015706807,0.3604337411441591,0.33577999506592493,index_finger
4595.0,0.6066071921014383,0.5828411017569084,0.5927374301675978,0.5679842931937175,0.3679722855091913,0.33970374989720686,index_finger
4695.0,0.604023782801178,0.5869598575715149,0.5915083798882681,0.5711256544502619,0.36484473018944463,0.3445218744003731,index_finger
4795.0,0.613906621184136,0.5823826055020532,0.6016759776536312,0.5665706806282723,0.3768813395337222,0.33916949919136014,index_finger
4895.0,0.6157229945598705,0.5715053601579216,0.6029329608938547,0.5549214659685865,0.3791148060297743,0.32661837668923577,index_finger
4995.0,0.6073456306616511,0.5661662793862221,0.5955586592178771,0.5493717277486911,0.3688687150837988,0.3205442559140377,index_finger
