time,rms_ch1,rms_ch2,mav_ch1,mav_ch2,mse_ch1,mse_ch2,WL_ch1,WL_ch2,SSC_ch1,SSC_ch2,label
495.0,0.5761286299523123,0.597551578007993,0.4830612244897954,0.5314285714285721,0.3319241982507284,0.3570678883798425,35.3265306122449,31.510204081632658,3866.0,3891.0,okay
595.0,0.5783113189920304,0.5996632402156842,0.48653061224489746,0.534489795918368,0.3344439816743019,0.35959600166597333,35.08163265306122,31.122448979591837,3866.0,3891.0,okay
695.0,0.5943682663004525,0.6010923001942136,0.5083673469387749,0.5344897959183682,0.3532736359850056,0.3613119533527705,34.693877551020414,32.06122448979592,3866.0,3891.0,okay
795.0,0.6020131436047604,0.6017605712320696,0.5169387755102035,0.5351020408163274,0.3624198250728859,0.3621157850895467,33.877551020408156,33.69387755102041,3866.0,3891.0,okay
895.0,0.593442578626986,0.6207068292922431,0.5063265306122444,0.5479591836734701,0.35217409412744644,0.3852769679300298,34.469387755102034,34.83673469387754,3866.0,3891.0,okay
995.0,0.6021238268610553,0.6257090937921111,0.5193877551020403,0.5534693877551028,0.3625531028738021,0.391511870054145,35.42857142857143,34.69387755102039,3866.0,3891.0,okay
1095.0,0.6107430559434738,0.6377085697310114,0.5320408163265301,0.5653061224489804,0.3730070803831731,0.4066722199083722,34.469387755102034,36.26530612244896,3866.0,3891.0,okay
1195.0,0.6187410469106019,0.649422259502265,0.5420408163265302,0.5779591836734701,0.38284048313202773,0.4217492711370271,34.6734693877551,38.04081632653059,3866.0,3891.0,okay
1295.0,0.6010749775996135,0.6347398106615427,0.5293877551020403,0.5565306122448986,0.3612911286963758,0.40289462723865116,33.367346938775505,38.469387755102034,3866.0,3891.0,okay
1395.0,0.5864746539991501,0.621471296410026,0.5124489795918362,0.5430612244897967,0.3439525197834229,0.3862265722615584,32.67346938775509,38.14285714285713,3866.0,3891.0,okay
1495.0,0.5844293663893083,0.6249698035187685,0.5146938775510198,0.5408163265306128,0.34155768429820843,0.39058725531028815,31.571428571428573,37.63265306122448,3866.0,3891.0,okay
1595.0,0.6030500016221506,0.621276915913828,0.5324489795918361,0.5381632653061231,0.36366930445647583,0.3859850062473978,32.3469387755102,38.16326530612244,3866.0,3891.0,okay
1695.0,0.5910621250357794,0.6208410144160705,0.5212244897959178,0.5344897959183681,0.34935443565181123,0.3854435651811755,32.44897959183673,38.81632653061225,3866.0,3891.0,okay
1795.0,0.5839267325512004,0.6239526835187944,0.5132653061224485,0.5381632653061231,0.3409704289879212,0.38931695127030486,33.59183673469388,36.9795918367347,3866.0,3891.0,okay
1895.0,0.5816648755843401,0.5992011897567584,0.5134693877551014,0.5155102040816334,0.3383340274885459,0.3590420658059148,32.20408163265306,37.673469387755105,3866.0,3891.0,okay
1995.0,0.5865279138733318,0.5804714509541034,0.515102040816326,0.4940816326530619,0.3440149937526025,0.33694710537276196,32.24489795918368,37.12244897959184,3866.0,3891.0,okay
2095.0,0.5733132186224471,0.5903676347750794,0.5024489795918362,0.5067346938775518,0.3286880466472298,0.34853394418992145,32.3469387755102,36.85714285714286,3866.0,3891.0,okay
2195.0,0.5810200855894673,0.5942316077634545,0.5126530612244892,0.5138775510204089,0.3375843398583918,0.35311120366514004,31.14285714285714,34.71428571428572,3866.0,3891.0,okay
2295.0,0.5685239589308295,0.5925084154738488,0.4989795918367341,0.5091836734693884,0.32321949187838356,0.35106622240733104,30.714285714285708,34.591836734693885,3866.0,3891.0,okay
2395.0,0.5901735956221658,0.5889125508113446,0.5273469387755098,0.5046938775510211,0.3483048729695956,0.34681799250312456,29.75510204081632,34.40816326530613,3866.0,3891.0,okay
2495.0,0.5849956481645924,0.571038496599034,0.5222448979591832,0.48755102040816406,0.34221990837151156,0.326084964598085,30.163265306122444,36.00000000000001,3866.0,3891.0,okay
2595.0,0.5627622716807883,0.5499271088725187,0.5024489795918362,0.4659183673469395,0.31670137442732144,0.3024198250728871,30.14285714285714,34.265306122448976,3866.0,3891.0,okay
2695.0,0.568761999795604,0.5695230619715516,0.49918367346938713,0.48979591836734765,0.3234902124114947,0.32435651811745175,32.12244897959184,33.48979591836735,3866.0,3891.0,okay
2795.0,0.5790418488536597,0.5647827828791662,0.5067346938775504,0.48510204081632724,0.3352894627238645,0.3189795918367354,33.693877551020414,33.530612244897966,3866.0,3891.0,okay
2895.0,0.5877763601597819,0.5520210113766053,0.511836734693877,0.4700000000000007,0.34548104956268155,0.30472719700125017,35.26530612244899,32.89795918367348,3866.0,3891.0,okay
2995.0,0.5914460357134724,0.5867621998876491,0.5165306122448974,0.504489795918368,0.34980841316118216,0.3442898792169935,34.46938775510206,34.510204081632665,3866.0,3891.0,okay
3095.0,0.585685841590495,0.5770784826841237,0.5095918367346934,0.4926530612244905,0.3430279050395663,0.33301957517701036,34.79591836734696,35.163265306122454,3866.0,3891.0,okay
3195.0,0.5581399465337531,0.5823053753722549,0.47510204081632584,0.49775510204081697,0.3115201999167008,0.33907955018742264,34.38775510204082,35.22448979591837,3866.0,3891.0,okay
3295.0,0.5713884825587864,0.6000034707660276,0.47816326530612185,0.5234693877551028,0.32648479800083247,0.3600041649312793,37.020408163265316,34.63265306122449,3866.0,3891.0,okay
3395.0,0.566527818613355,0.5956247529393288,0.4683673469387749,0.5228571428571436,0.32095376926280644,0.35476884631403655,39.40816326530613,33.16326530612244,3866.0,3891.0,okay
3495.0,0.5692414412259491,0.6038575149616653,0.4638775510204076,0.5324489795918373,0.32403581840899565,0.3646438983756778,40.61224489795919,33.69387755102041,3866.0,3891.0,okay
3595.0,0.5599428780291428,0.6189093065191061,0.4563265306122443,0.5465306122448986,0.3135360266555595,0.3830487296959609,39.59183673469388,35.38775510204083,3866.0,3891.0,okay
3695.0,0.5597234100072287,0.5984500318737817,0.46102040816326467,0.5228571428571436,0.31329029571012024,0.3581424406497302,38.224489795918366,35.20408163265306,3866.0,3891.0,okay
3795.0,0.5507331072627056,0.5973354690963592,0.45102040816326455,0.5232653061224497,0.30330695543523484,0.3568096626405674,39.10204081632652,34.6734693877551,3866.0,3891.0,okay
3895.0,0.5306671871084099,0.6116017029614865,0.43224489795918314,0.5332653061224497,0.28160766347355215,0.37405664306539044,36.93877551020407,35.40816326530612,3866.0,3891.0,okay
3995.0,0.5363077373776908,0.5789267526405647,0.4381632653061219,0.4989795918367355,0.2876259891711781,0.33515618492294963,36.59183673469386,34.46938775510205,3866.0,3891.0,okay
4095.0,0.5373124848468945,0.5823840474081966,0.4371428571428565,0.5014285714285722,0.28870470637234424,0.3391711786755526,36.93877551020407,34.55102040816327,3866.0,3891.0,okay
4195.0,0.565979853442055,0.5755246777742877,0.47020408163265237,0.49061224489795996,0.3203331945022901,0.33122865472719776,36.46938775510203,35.63265306122449,3866.0,3891.0,okay
4295.0,0.5785993226547992,0.5498703038932976,0.4926530612244892,0.45510204081632727,0.3347771761765925,0.30235735110370743,34.428571428571416,37.71428571428572,3866.0,3891.0,okay
4395.0,0.5663366426749356,0.560314661403237,0.48061224489795856,0.4640816326530619,0.32073719283631763,0.3139525197834242,32.30612244897958,39.34693877551022,3866.0,3891.0,okay
4495.0,0.5742749806809171,0.5525225179676466,0.49204081632653,0.4563265306122456,0.3297917534360677,0.3052811328613084,31.40816326530611,37.448979591836746,3866.0,3891.0,okay
4595.0,0.572084172019338,0.550226184985683,0.4877551020408157,0.4526530612244904,0.32728029987505153,0.302748854643899,32.3877551020408,37.16326530612246,3866.0,3891.0,okay
4695.0,0.5624476466913498,0.5542610676495665,0.4777551020408157,0.45877551020408236,0.3163473552686375,0.3072053311120373,30.55102040816326,36.81632653061225,3866.0,3891.0,okay
4795.0,0.5575314485464326,0.5511148823016648,0.47448979591836676,0.44959183673469455,0.3108413161182834,0.30372761349437793,29.14285714285713,37.67346938775511,3866.0,3891.0,okay
4895.0,0.5693840977133646,0.5522096011164437,0.4902040816326523,0.4573469387755108,0.3241982507288623,0.3049354435651819,29.918367346938773,35.63265306122451,3866.0,3891.0,okay
4995.0,0.5505742713944524,0.5554620681209476,0.471836734693877,0.4616326530612252,0.3031320283215321,0.3085381091212002,31.265306122448976,35.9387755102041,3866.0,3891.0,okay
5095.0,0.5683004760427239,0.5405428650174595,0.4902040816326524,0.44938775510204154,0.32296543107038667,0.2921865889212834,32.571428571428555,33.57142857142859,3866.0,3891.0,okay
5195.0,0.5670238398739704,0.5374364931536207,0.48653061224489746,0.44979591836734767,0.3215160349854221,0.2888379841732618,34.408163265306115,33.6122448979592,3866.0,3891.0,okay
5295.0,0.547190012354932,0.5550720280001706,0.46816326530612185,0.4746938775510211,0.29941690962099066,0.3081049562682222,33.816326530612244,31.938775510204103,3866.0,3891.0,okay
5395.0,0.5568063572286406,0.5475057980671241,0.48061224489795856,0.46755102040816404,0.3100333194502285,0.2997625989171185,34.79591836734693,32.53061224489797,3866.0,3891.0,okay
5495.0,0.5498854524615293,0.5527486126061526,0.4746938775510199,0.47102040816326607,0.3023740108288208,0.3055310287380265,34.959183673469376,34.000000000000014,3866.0,3891.0,okay
5595.0,0.5611651174531702,0.5598870892299459,0.48428571428571376,0.48346938775510273,0.31490628904623036,0.31347355268638144,35.53061224489795,33.48979591836736,3866.0,3891.0,okay
5695.0,0.5595931764374618,0.5708889580432092,0.4828571428571422,0.49346938775510274,0.31314452311536817,0.325914202415661,35.53061224489795,33.775510204081655,3866.0,3891.0,okay
5795.0,0.5575575940091159,0.5771145679064053,0.47714285714285654,0.5024489795918374,0.31087047063723405,0.3330612244897968,36.91836734693877,33.28571428571429,3866.0,3891.0,okay
5895.0,0.5544113349880047,0.5757128026661268,0.47142857142857086,0.4979591836734701,0.30737192836318156,0.3314452311536867,35.816326530612244,34.81632653061226,3866.0,3891.0,okay
5995.0,0.5638528435279178,0.5838340010436854,0.481836734693877,0.5030612244897966,0.31793002915451846,0.3408621407746781,33.61224489795919,35.020408163265316,3866.0,3891.0,okay
6095.0,0.5581884484861032,0.5883783543605686,0.47408163265306075,0.507346938775511,0.311574344023323,0.34618908788005087,34.53061224489795,36.591836734693885,3866.0,3891.0,okay
6195.0,0.5397255075408349,0.5834022489586094,0.45836734693877496,0.4979591836734701,0.2913036234902119,0.34035818408996327,32.857142857142854,36.571428571428584,3866.0,3891.0,okay
6295.0,0.5510581997622369,0.5853088264532086,0.46857142857142803,0.4985714285714293,0.30366513952519736,0.3425864223240323,32.46938775510204,36.9795918367347,3866.0,3891.0,okay
6395.0,0.5548618928315564,0.5875424785479711,0.47102040816326474,0.5032653061224496,0.3078717201166176,0.34520616409829313,31.612244897959187,35.32653061224491,3866.0,3891.0,okay
6495.0,0.5650555696136028,0.5818796468044447,0.48020408163265244,0.49836734693877616,0.31928779675135316,0.33858392336526527,32.22448979591837,35.16326530612246,3866.0,3891.0,okay
6595.0,0.5639488605962095,0.5847748991126733,0.481836734693877,0.4965306122448987,0.31803831736776295,0.3419616826322373,32.57142857142858,37.53061224489798,3866.0,3891.0,okay
6695.0,0.5607344799616917,0.5670495476626128,0.47897959183673405,0.4765306122448987,0.3144231570179088,0.32154518950437383,32.081632653061234,37.2857142857143,3866.0,3891.0,okay
6795.0,0.5755029670988019,0.5658289779782116,0.5008163265306116,0.47653061224489873,0.3312036651395247,0.3201624323198675,29.285714285714285,37.79591836734695,3866.0,3891.0,okay
6895.0,0.5913051800128568,0.5523415756214031,0.5210204081632647,0.46367346938775583,0.34964181591003696,0.30508121615993417,30.0204081632653,35.530612244897966,3866.0,3891.0,okay
6995.0,0.5745903779713936,0.5469501978703711,0.5024489795918361,0.46510204081632733,0.3301541024573089,0.29915451895043815,31.040816326530603,34.38775510204081,3866.0,3891.0,okay
7095.0,0.5650408277516223,0.546954005270751,0.4944897959183667,0.4681632653061233,0.31927113702623855,0.29915868388171674,28.265306122448976,33.40816326530612,3866.0,3891.0,okay
7195.0,0.5616732899394479,0.5443129168381934,0.4889795918367341,0.4689795918367354,0.31547688463140305,0.296276551436902,28.06122448979592,32.73469387755101,3866.0,3891.0,okay
7295.0,0.557228818964628,0.5431716136874873,0.48408163265306053,0.4706122448979599,0.31050395668471414,0.29503540191586897,28.734693877551017,31.979591836734684,3866.0,3891.0,okay
7395.0,0.5637346462242694,0.5327429746615429,0.48918367346938707,0.4571428571428578,0.31779675135360214,0.2838150770512293,29.91836734693878,33.10204081632652,3866.0,3891.0,okay
7495.0,0.561810454769856,0.5450966541348624,0.48387755102040747,0.4732653061224496,0.31563098708871246,0.29713036234902185,29.265306122448983,32.81632653061223,3866.0,3891.0,okay
7595.0,0.558304089984088,0.5429645436184787,0.48040816326530555,0.4734693877551027,0.3117034568929606,0.2948104956268228,28.979591836734706,30.448979591836725,3866.0,3891.0,okay
7695.0,0.5787504672052499,0.5402384282428188,0.5032653061224485,0.4667346938775518,0.3349521032902951,0.2918575593502712,30.306122448979607,32.469387755102034,3866.0,3891.0,okay
7795.0,0.5700530090727111,0.5327077929500577,0.48918367346938707,0.4630612244897966,0.32496043315285233,0.28377759266972147,31.591836734693892,30.693877551020407,3866.0,3891.0,okay
7895.0,0.5509674955698477,0.5531591147648184,0.46938775510204034,0.48795918367347,0.3035651811745101,0.30598500624739755,31.877551020408177,32.20408163265307,3866.0,3891.0,okay
7995.0,0.5600023799556728,0.5696473696778782,0.47591836734693804,0.49836734693877616,0.31360266555601773,0.32449812578092524,33.020408163265316,32.44897959183673,3866.0,3891.0,okay
8095.0,0.5708926057910878,0.5782717072711046,0.4916326530612239,0.5063265306122456,0.32591836734693835,0.3343981674302381,33.2857142857143,33.285714285714285,3866.0,3891.0,okay
8195.0,0.5912910925973117,0.5812601743230492,0.5157142857142852,0.5083673469387762,0.3496251561849227,0.3378633902540616,33.75510204081634,33.89795918367347,3866.0,3891.0,okay
8295.0,0.5891777001457378,0.5679742531018371,0.5118367346938771,0.49326530612244973,0.34713036234902084,0.32259475218658973,32.57142857142858,34.22448979591837,3866.0,3891.0,okay
8395.0,0.5788080356998799,0.5743184940530931,0.5053061224489791,0.5014285714285722,0.33501874219075345,0.3298417326114127,31.85714285714286,34.26530612244899,3866.0,3891.0,okay
