time,rms_ch1,rms_ch2,mav_ch1,mav_ch2,mse_ch1,mse_ch2,WL_ch1,WL_ch2,SSC_ch1,SSC_ch2,label
495.0,0.5768222126931538,0.5906532854589832,0.49122448979591765,0.5110204081632661,0.332723865056226,0.3488713036234911,34.61224489795918,36.653061224489804,3942.0,3883.0,rest
595.0,0.5723025386557091,0.5936706280931868,0.49183673469387684,0.5106122448979601,0.32753019575176945,0.35244481466055894,32.9591836734694,37.22448979591838,3942.0,3883.0,rest
695.0,0.5639747085523544,0.6095689821696348,0.4893877551020402,0.5295918367346946,0.31806747188671314,0.3715743440233246,31.857142857142858,36.26530612244899,3942.0,3883.0,rest
795.0,0.5471062795589725,0.6036471134426811,0.472653061224489,0.520816326530613,0.29932528113286055,0.364389837567681,32.06122448979592,35.87755102040816,3942.0,3883.0,rest
895.0,0.5418703629212535,0.6001353450013319,0.4675510204081626,0.514081632653062,0.29362349021241096,0.3601624323198677,32.79591836734695,36.897959183673464,3942.0,3883.0,rest
995.0,0.521882665007169,0.6107737426942013,0.4436734693877545,0.5273469387755111,0.27236151603498493,0.37304456476468234,32.34693877551022,35.20408163265307,3942.0,3883.0,rest
1095.0,0.5190779317295838,0.6150073732386142,0.43979591836734633,0.5371428571428579,0.2694418992086625,0.37823406913786006,32.42857142857144,35.00000000000001,3942.0,3883.0,rest
1195.0,0.5130492099968418,0.6126257318953059,0.43489795918367286,0.534285714285715,0.2632194918783835,0.37531028738025923,31.367346938775515,33.775510204081634,3942.0,3883.0,rest
1295.0,0.4878191401903232,0.607388905725841,0.411836734693877,0.5277551020408172,0.23796751353602616,0.3689212827988346,31.08163265306123,34.75510204081634,3942.0,3883.0,rest
1395.0,0.49043325880399613,0.6083070642212767,0.41183673469387694,0.5277551020408172,0.24052478134110744,0.3700374843815084,30.673469387755116,35.367346938775505,3942.0,3883.0,rest
1495.0,0.5273684206150924,0.6186602660437648,0.44857142857142795,0.5440816326530621,0.27811745106205693,0.3827405247813418,31.510204081632658,35.08163265306122,3942.0,3883.0,rest
1595.0,0.5410704062379083,0.6216287670560735,0.46020408163265253,0.5538775510204089,0.29275718450645505,0.3864223240316541,30.795918367346943,34.46938775510202,3942.0,3883.0,rest
1695.0,0.5623476701508724,0.5948865823114897,0.48653061224489746,0.5259183673469395,0.3162349021241143,0.3538900458142449,28.448979591836736,34.08163265306121,3942.0,3883.0,rest
1795.0,0.5645578190307327,0.593618009069283,0.4804081632653056,0.5214285714285721,0.31872553102873746,0.35238234069137936,29.326530612244902,33.387755102040806,3942.0,3883.0,rest
1895.0,0.5672588391442258,0.5986344310240581,0.4779591836734689,0.5328571428571436,0.3217825905872546,0.3583631820074977,29.612244897959187,31.795918367346932,3942.0,3883.0,rest
1995.0,0.5864036333088756,0.5832808726732686,0.501836734693877,0.5191836734693883,0.3438692211578502,0.3402165764264897,30.734693877551017,30.326530612244888,3942.0,3883.0,rest
2095.0,0.5945399209621326,0.5811706005744747,0.5077551020408158,0.5175510204081639,0.35347771761765884,0.33775926697209563,30.40816326530612,31.408163265306115,3942.0,3883.0,rest
2195.0,0.5948795810512294,0.5849920883569572,0.5079591836734688,0.5208163265306129,0.35388171595168616,0.342215743440234,29.42857142857143,31.816326530612237,3942.0,3883.0,rest
2295.0,0.6063010799788388,0.589689984131004,0.5214285714285707,0.5202040816326536,0.36760099958350617,0.34773427738442386,31.14285714285714,34.04081632653061,3942.0,3883.0,rest
2395.0,0.6054452342657645,0.5801628403153717,0.52204081632653,0.5132653061224495,0.36656393169512635,0.33658892128279944,30.7142857142857,33.16326530612244,3942.0,3883.0,rest
2495.0,0.5954708971375303,0.5761575459029921,0.511836734693877,0.50795918367347,0.35458558933777523,0.33195751770095844,30.28571428571429,33.63265306122449,3942.0,3883.0,rest
2595.0,0.5817078361719819,0.5843723516712197,0.4934693877551013,0.5106122448979598,0.33838400666388924,0.3414910453977517,31.183673469387756,34.30612244897959,3942.0,3883.0,rest
2695.0,0.5717091148069549,0.585081077050181,0.4777551020408156,0.5116326530612251,0.3268513119533519,0.34231986672219983,33.93877551020408,34.38775510204083,3942.0,3883.0,rest
2795.0,0.5703050178729606,0.592023193710246,0.48489795918367284,0.5230612244897965,0.3252478134110779,0.3504914618908795,33.08163265306122,35.020408163265316,3942.0,3883.0,rest
2895.0,0.5616992426115182,0.5920056057458292,0.48346938775510134,0.5204081632653067,0.3155060391503532,0.3504706372344862,32.734693877551024,36.06122448979592,3942.0,3883.0,rest
2995.0,0.5503321476342259,0.6020857817867303,0.4681632653061217,0.5269387755102046,0.3028654727196994,0.36250728862973824,32.122448979591844,38.40816326530613,3942.0,3883.0,rest
3095.0,0.5452456278310606,0.602725311328706,0.4661224489795912,0.5226530612244905,0.2972927946688874,0.36327780091628553,31.97959183673469,38.53061224489795,3942.0,3883.0,rest
3195.0,0.5527636822939256,0.6077453707366371,0.4759183673469382,0.5281632653061231,0.30554768846313984,0.3693544356518126,33.16326530612244,37.183673469387756,3942.0,3883.0,rest
