ch1,ch2,timestamp_ms,label
541,520,0,index_finger
514,521,10,index_finger
502,494,20,index_finger
513,501,30,index_finger
539,482,40,index_finger
544,505,50,index_finger
517,493,60,index_finger
529,522,70,index_finger
501,504,80,index_finger
514,495,90,index_finger
523,495,100,index_finger
504,483,110,index_finger
503,518,120,index_finger
523,500,130,index_finger
518,527,140,index_finger
513,523,150,index_finger
541,525,160,index_finger
517,497,170,index_finger
547,518,180,index_finger
526,523,190,index_finger
524,481,200,index_finger
519,487,210,index_finger
544,500,220,index_finger
540,527,230,index_finger
525,526,240,index_finger
520,519,250,index_finger
521,527,260,index_finger
503,505,270,index_finger
503,482,280,index_finger
542,522,290,index_finger
547,503,300,index_finger
535,504,310,index_finger
501,498,320,index_finger
536,521,330,index_finger
541,502,340,index_finger
535,526,350,index_finger
546,516,360,index_finger
509,511,370,index_finger
540,488,380,index_finger
540,526,390,index_finger
512,494,400,index_finger
535,483,410,index_finger
519,493,420,index_finger
524,508,430,index_finger
506,488,440,index_finger
518,484,450,index_finger
524,483,460,index_finger
510,518,470,index_finger
521,511,480,index_finger
530,509,490,index_finger
522,525,500,index_finger
521,492,510,index_finger
507,493,520,index_finger
541,499,530,index_finger
532,501,540,index_finger
524,501,550,index_finger
526,488,560,index_finger
546,491,570,index_finger
536,513,580,index_finger
538,481,590,index_finger
546,499,600,index_finger
507,524,610,index_finger
518,492,620,index_finger
546,528,630,index_finger
544,498,640,index_finger
506,501,650,index_finger
516,522,660,index_finger
517,527,670,index_finger
534,488,680,index_finger
522,483,690,index_finger
501,500,700,index_finger
531,480,710,index_finger
514,518,720,index_finger
542,494,730,index_finger
517,511,740,index_finger
513,523,750,index_finger
503,524,760,index_finger
526,518,770,index_finger
502,492,780,index_finger
505,506,790,index_finger
526,498,800,index_finger
529,504,810,index_finger
548,506,820,index_finger
511,509,830,index_finger
547,516,840,index_finger
536,492,850,index_finger
541,502,860,index_finger
545,493,870,index_finger
525,505,880,index_finger
538,497,890,index_finger
527,518,900,index_finger
507,506,910,index_finger
519,506,920,index_finger
511,494,930,index_finger
507,508,940,index_finger
528,512,950,index_finger
536,525,960,index_finger
547,523,970,index_finger
512,496,980,index_finger
538,516,990,index_finger
524,506,1000,index_finger
543,489,1010,index_finger
516,527,1020,index_finger
511,503,1030,index_finger
506,517,1040,index_finger
545,484,1050,index_finger
533,497,1060,index_finger
510,494,1070,index_finger
544,513,1080,index_finger
533,508,1090,index_finger
546,481,1100,index_finger
520,488,1110,index_finger
508,519,1120,index_finger
540,522,1130,index_finger
501,519,1140,index_finger
526,521,1150,index_finger
543,509,1160,index_finger
529,495,1170,index_finger
519,515,1180,index_finger
520,502,1190,index_finger
519,489,1200,index_finger
538,519,1210,index_finger
540,492,1220,index_finger
542,503,1230,index_finger
538,507,1240,index_finger
514,521,1250,index_finger
518,491,1260,index_finger
507,519,1270,index_finger
520,485,1280,index_finger
509,498,1290,index_finger
515,482,1300,index_finger
549,525,1310,index_finger
500,505,1320,index_finger
512,513,1330,index_finger
529,482,1340,index_finger
510,520,1350,index_finger
533,499,1360,index_finger
543,513,1370,index_finger
537,498,1380,index_finger
531,490,1390,index_finger
530,487,1400,index_finger
530,502,1410,index_finger
540,503,1420,index_finger
516,492,1430,index_finger
504,516,1440,index_finger
516,517,1450,index_finger
522,509,1460,index_finger
509,523,1470,index_finger
524,523,1480,index_finger
540,491,1490,index_finger
506,492,1500,index_finger
507,504,1510,index_finger
508,484,1520,index_finger
518,491,1530,index_finger
503,509,1540,index_finger
539,489,1550,index_finger
527,504,1560,index_finger
523,529,1570,index_finger
513,511,1580,index_finger
536,492,1590,index_finger
527,491,1600,index_finger
517,490,1610,index_finger
536,488,1620,index_finger
540,519,1630,index_finger
501,517,1640,index_finger
545,494,1650,index_finger
513,521,1660,index_finger
509,486,1670,index_finger
532,508,1680,index_finger
516,512,1690,index_finger
536,508,1700,index_finger
519,483,1710,index_finger
537,510,1720,index_finger
