ch1,ch2,timestamp_ms,label
526,483,0,peace
515,494,10,peace
509,520,20,peace
530,514,30,peace
506,509,40,peace
510,506,50,peace
537,517,60,peace
514,525,70,peace
529,500,80,peace
518,486,90,peace
505,481,100,peace
545,527,110,peace
540,506,120,peace
501,481,130,peace
515,494,140,peace
501,517,150,peace
525,511,160,peace
500,517,170,peace
516,513,180,peace
527,527,190,peace
520,499,200,peace
517,501,210,peace
503,511,220,peace
540,520,230,peace
547,514,240,peace
546,529,250,peace
510,497,260,peace
506,522,270,peace
503,508,280,peace
542,514,290,peace
544,503,300,peace
521,490,310,peace
529,504,320,peace
548,525,330,peace
548,522,340,peace
542,514,350,peace
545,523,360,peace
502,513,370,peace
528,512,380,peace
531,516,390,peace
547,523,400,peace
544,505,410,peace
543,491,420,peace
549,492,430,peace
506,488,440,peace
509,529,450,peace
530,524,460,peace
542,520,470,peace
524,524,480,peace
506,482,490,peace
529,521,500,peace
537,529,510,peace
513,483,520,peace
509,513,530,peace
505,486,540,peace
518,520,550,peace
502,510,560,peace
514,519,570,peace
526,504,580,peace
513,516,590,peace
547,504,600,peace
522,518,610,peace
535,497,620,peace
507,494,630,peace
546,499,640,peace
532,504,650,peace
506,502,660,peace
508,518,670,peace
516,520,680,peace
543,528,690,peace
501,491,700,peace
545,502,710,peace
547,524,720,peace
517,509,730,peace
542,518,740,peace
525,514,750,peace
523,511,760,peace
516,493,770,peace
538,526,780,peace
541,516,790,peace
522,505,800,peace
506,481,810,peace
539,524,820,peace
514,481,830,peace
504,529,840,peace
541,523,850,peace
549,521,860,peace
520,514,870,peace
519,518,880,peace
539,526,890,peace
524,520,900,peace
516,497,910,peace
517,510,920,peace
508,480,930,peace
514,480,940,peace
531,490,950,peace
526,529,960,peace
540,513,970,peace
511,493,980,peace
501,497,990,peace
521,484,1000,peace
539,509,1010,peace
530,487,1020,peace
509,523,1030,peace
506,508,1040,peace
500,487,1050,peace
535,525,1060,peace
542,484,1070,peace
546,488,1080,peace
541,505,1090,peace
515,505,1100,peace
533,503,1110,peace
506,522,1120,peace
506,495,1130,peace
548,495,1140,peace
545,482,1150,peace
504,508,1160,peace
523,514,1170,peace
534,518,1180,peace
504,516,1190,peace
535,505,1200,peace
506,521,1210,peace
539,499,1220,peace
502,481,1230,peace
547,493,1240,peace
545,529,1250,peace
500,482,1260,peace
518,484,1270,peace
502,481,1280,peace
530,496,1290,peace
529,490,1300,peace
542,485,1310,peace
512,502,1320,peace
505,524,1330,peace
545,508,1340,peace
537,517,1350,peace
519,510,1360,peace
528,491,1370,peace
536,484,1380,peace
526,520,1390,peace
500,521,1400,peace
501,529,1410,peace
547,522,1420,peace
526,505,1430,peace
507,511,1440,peace
500,507,1450,peace
515,489,1460,peace
506,498,1470,peace
507,483,1480,peace
531,522,1490,peace
501,522,1500,peace
549,485,1510,peace
517,516,1520,peace
536,511,1530,peace
537,521,1540,peace
505,500,1550,peace
538,504,1560,peace
528,519,1570,peace
541,520,1580,peace
506,526,1590,peace
506,490,1600,peace
506,487,1610,peace
520,512,1620,peace
503,490,1630,peace
521,505,1640,peace
500,499,1650,peace
547,481,1660,peace
546,492,1670,peace
548,502,1680,peace
516,510,1690,peace
502,504,1700,peace
542,491,1710,peace
535,522,1720,peace
531,512,1730,peace
547,507,1740,peace
518,514,1750,peace
507,507,1760,peace
530,483,1770,peace
532,503,1780,peace
502,522,1790,peace
514,481,1800,peace
547,496,1810,peace
502,505,1820,peace
500,509,1830,peace
533,497,1840,peace
521,527,1850,peace
506,501,1860,peace
538,511,1870,peace
517,507,1880,peace
516,519,1890,peace
503,484,1900,peace
540,527,1910,peace
541,502,1920,peace
534,504,1930,peace
518,483,1940,peace
536,521,1950,peace
519,500,1960,peace
546,487,1970,peace
534,514,1980,peace
539,505,1990,peace
510,494,2000,peace
530,500,2010,peace
519,496,2020,peace
534,506,2030,peace
521,487,2040,peace
522,526,2050,peace
513,498,2060,peace
515,508,2070,peace
543,514,2080,peace
504,515,2090,peace
521,515,2100,peace
540,482,2110,peace
521,483,2120,peace
523,489,2130,peace
542,488,2140,peace
503,507,2150,peace
527,528,2160,peace
515,510,2170,peace
529,501,2180,peace
504,492,2190,peace
525,492,2200,peace
533,501,2210,peace
500,514,2220,peace
509,520,2230,peace
525,525,2240,peace
505,526,2250,peace
503,515,2260,peace
525,521,2270,peace
548,510,2280,peace
543,483,2290,peace
539,499,2300,peace
506,516,2310,peace
509,500,2320,peace
545,480,2330,peace
532,519,2340,peace
512,507,2350,peace
535,491,2360,peace
527,518,2370,peace
505,486,2380,peace
533,527,2390,peace
540,501,2400,peace
533,481,2410,peace
520,521,2420,peace
545,501,2430,peace
513,526,2440,peace
514,519,2450,peace
526,527,2460,peace
545,496,2470,peace
546,502,2480,peace
500,500,2490,peace
536,499,2500,peace
513,517,2510,peace
536,492,2520,peace
540,486,2530,peace
510,517,2540,peace
514,486,2550,peace
547,491,2560,peace
521,501,2570,peace
544,521,2580,peace
510,524,2590,peace
526,500,2600,peace
512,509,2610,peace
535,507,2620,peace
513,493,2630,peace
544,527,2640,peace
518,500,2650,peace
512,483,2660,peace
510,499,2670,peace
508,488,2680,peace
524,502,2690,peace
545,513,2700,peace
520,501,2710,peace
522,526,2720,peace
513,510,2730,peace
540,528,2740,peace
507,487,2750,peace
528,526,2760,peace
512,500,2770,peace
503,526,2780,peace
507,520,2790,peace
519,483,2800,peace
538,482,2810,peace
548,512,2820,peace
526,504,2830,peace
525,492,2840,peace
542,525,2850,peace
524,529,2860,peace
514,529,2870,peace
514,516,2880,peace
516,483,2890,peace
519,483,2900,peace
544,520,2910,peace
520,482,2920,peace
508,518,2930,peace
531,525,2940,peace
538,481,2950,peace
509,500,2960,peace
539,506,2970,peace
529,527,2980,peace
542,527,2990,peace
545,510,3000,peace
515,486,3010,peace
519,492,3020,peace
545,488,3030,peace
